1,0.1,2437.31,4938.52,-0.339109,0.1,0.1,0.0196087,16.1181,4.84191
1,0.1,2390.93,4786.41,-0.333756,0.1,0.1,0.0202319,16.1181,4.84191
1,0.1,2390.93,4786.41,-0.333756,0.1,0.1,0.0202319,16.1181,4.84191
1,0.1,2390.93,4786.41,-0.333756,0.1,0.1,0.0202319,16.1181,4.84191
1,0.1,2366.93,4933.29,-0.351546,0.1,0.1,0.0196295,16.1181,4.84191
1,0.5,2366.93,4933.29,-0.351546,-0.3,0.1,0.0196294,16.1181,24.2095
1,0.1,2366.93,4933.29,-0.351546,0.1,0.1,0.0196295,16.1181,4.84191
1,0.1,2366.93,4933.4,-0.351555,0.1,0.1,0.0196291,16.1181,4.84191
1,0.1,2366.93,4933.18,-0.351536,0.1,0.1,0.01963,16.1181,4.84191
1,0.1,2366.94,4930.76,-0.351319,0.1,0.1,0.0196396,16.1181,4.84191
1,0.1,2347.9,4933.76,-0.35512,0.1,0.1,0.0196277,16.1181,4.84191
1,0.1,2347.9,4944.17,-0.35604,0.1,0.1,0.0195863,16.1181,4.84191
1,0.1,2371.9,4943.92,-0.35157,0.1,0.1,0.0195873,16.1181,4.84191
1,0.1,2371.9,4943.92,-0.35157,0.1,0.1,0.0195873,16.1181,4.84191
1,0.1,2371.9,4944.14,-0.351589,0.1,0.1,0.0195864,16.1181,4.84191
1,0.1,2347.9,4944.14,-0.356038,0.1,0.1,0.0195864,16.1181,4.84191
1,0.1,2371.9,4944.14,-0.351589,0.1,0.1,0.0195864,16.1181,4.84191
1,0.1,2371.9,4941.14,-0.351323,0.1,0.1,0.0195983,16.1181,4.84191
1,0.1,2371.9,4944.14,-0.351589,0.1,0.1,0.0195864,16.1181,4.84191
1,0.1,2370.79,4944.47,-0.351823,0.1,0.1,0.0195851,16.1181,4.84191
1,0.1,2370.79,4944.47,-0.351823,0.1,0.1,0.0195851,16.1181,4.84191
1,0.1,2370.79,4900.15,-0.347872,0.1,0.1,0.0197623,16.1181,4.84191
1,0.1,2213.16,4950.71,-0.382133,0.1,0.1,0.0195605,16.1181,4.84191
1,0.1,2210.43,4950.13,-0.38261,0.1,0.1,0.0195627,16.1181,4.84191
1,0.1,2132.83,4950.13,-0.397757,0.1,0.1,0.0195627,16.1181,4.84191
1,0.1,2135.14,4950.13,-0.397302,0.1,0.1,0.0195627,16.1181,4.84191
1,0.1,2142.94,4950.13,-0.395765,0.1,0.1,0.0195627,16.1181,4.84191
1,0.1,2135.14,4950.09,-0.397298,0.1,0.1,0.0195629,16.1181,4.84191
1,0.1,2252.14,4950.09,-0.374599,0.1,0.1,0.0195629,16.1181,4.84191
1,0.1,2252.12,4949.89,-0.374586,0.1,0.1,0.0195637,16.1181,4.84191
1,0.1,2252.06,4801.98,-0.361484,0.1,0.1,0.0201663,16.1181,4.84191
1,0.1,2276.73,4950.27,-0.369938,0.1,0.1,0.0195622,16.1181,4.84191
1,0.1,2252.74,4950.27,-0.3745,0.1,0.1,0.0195622,16.1181,4.84191
1,0.1,2241.56,4950.32,-0.376641,0.1,0.1,0.019562,16.1181,4.84191
1,0.1,2265.56,4950.9,-0.372113,0.1,0.1,0.0195597,16.1181,4.84191
1,0.1,2241.56,4950.84,-0.376687,0.1,0.1,0.0195599,16.1181,4.84191
1,0.1,2265.56,4933.92,-0.370632,0.1,0.1,0.019627,16.1181,4.84191
1,0.1,2265.56,4887.02,-0.366506,0.1,0.1,0.0198154,16.1181,4.84191
1,0.1,2272.01,4887.02,-0.365274,0.1,0.1,0.0198154,16.1181,4.84191
1,0.1,2272.02,4933.23,-0.369343,0.1,0.1,0.0196298,16.1181,4.84191
1,0.1,2265.64,4933.8,-0.370607,0.1,0.1,0.0196275,16.1181,4.84191
1,0.1,2266.03,4933.8,-0.370532,0.1,0.1,0.0196275,16.1181,4.84191
1,0.1,2266.03,4933.8,-0.370532,0.1,0.1,0.0196275,16.1181,4.84191
1,0.1,2272.48,4933.8,-0.369306,0.1,0.1,0.0196275,16.1181,4.84191
1,0.1,2279.68,4933.8,-0.367939,0.1,0.1,0.0196275,16.1181,4.84191
1,0.1,2279.68,4933.8,-0.367939,0.1,0.1,0.0196275,16.1181,4.84191
1,0.1,2279.68,4933.8,-0.367939,0.1,0.1,0.0196275,16.1181,4.84191
1,0.1,2273.23,4933.8,-0.369163,0.1,0.1,0.0196275,16.1181,4.84191
1,0.1,2273.47,4933.8,-0.369118,0.1,0.1,0.0196275,16.1181,4.84191
1,0.1,2225.02,4950.73,-0.37985,0.1,0.1,0.0195604,16.1181,4.84191
1,0.1,2187.4,4951.27,-0.387169,0.1,0.1,0.0195582,16.1181,4.84191
1,0.1,2187.4,4970.63,-0.388826,0.1,0.1,0.0194821,16.1181,4.84191
1,0.1,2163.4,4970.63,-0.393498,0.1,0.1,0.0194821,16.1181,4.84191
1,0.1,2150.85,4970.63,-0.395954,0.1,0.1,0.0194821,16.1181,4.84191
1,0.1,2150.71,4970.63,-0.395982,0.1,0.1,0.0194821,16.1181,4.84191
1,0.1,2150.78,4970.05,-0.395919,0.1,0.1,0.0194843,16.1181,4.84191
1,0.1,2174.78,4953.12,-0.389784,0.1,0.1,0.0195509,16.1181,4.84191
1,0.1,2174.78,4952.48,-0.389729,0.1,0.1,0.0195535,16.1181,4.84191
1,0.1,2192.97,4969.41,-0.387642,0.1,0.1,0.0194868,16.1181,4.84191
1,0.1,2192.87,4969.31,-0.387653,0.1,0.1,0.0194872,16.1181,4.84191
1,0.1,2156.32,4969.31,-0.394771,0.1,0.1,0.0194872,16.1181,4.84191
1,0.1,2156.72,4969.31,-0.394692,0.1,0.1,0.0194872,16.1181,4.84191
1,0.1,2157.18,4969.31,-0.394602,0.1,0.1,0.0194872,16.1181,4.84191
1,0.1,2157.18,4952.38,-0.393161,0.1,0.1,0.0195539,16.1181,4.84191
1,0.1,2157.41,4952.38,-0.393116,0.1,0.1,0.0195539,16.1181,4.84191
1,0.1,2157.41,4951.87,-0.393072,0.1,0.1,0.0195559,16.1181,4.84191
1,0.1,2197.77,4952.46,-0.385259,0.1,0.1,0.0195535,16.1181,4.84191
1,0.1,2198.01,4952.71,-0.385234,0.1,0.1,0.0195526,16.1181,4.84191
1,0.1,2198.01,4952.71,-0.385234,0.1,0.1,0.0195526,16.1181,4.84191
1,0.1,2198.01,4952.71,-0.385234,0.1,0.1,0.0195526,16.1181,4.84191
1,0.1,2195.42,4952.71,-0.385736,0.1,0.1,0.0195526,16.1181,4.84191
1,0.1,2195.42,4952.71,-0.385736,0.1,0.1,0.0195526,16.1181,4.84191
1,0.1,2195.42,4952.71,-0.385736,0.1,0.1,0.0195526,16.1181,4.84191
1,0.1,2195.42,4952.71,-0.385736,0.1,0.1,0.0195526,16.1181,4.84191
