1,0.1,-0.036964,2437.31,4938.52,0.1,0.1,-0.339109,0.0196087,16.1181,0
1,0.1,-0.0986163,2390.93,4786.41,0.1,0.1,-0.333756,0.0202319,16.1181,0
1,0.1,-0.193612,2390.93,4786.41,0.1,0.1,-0.333756,0.0202319,16.1181,0
1,0.1,7.35096e-05,2390.93,4786.41,0.1,0.1,-0.333756,0.0202319,16.1181,1
1,0.1,-0.0636063,2366.93,4933.29,0.1,0.1,-0.351546,0.0196295,16.1181,0
1,0.5,-0.333867,2366.93,4933.29,-0.3,0.1,-0.351546,0.0196294,16.1181,0
1,0.1,-0.0242076,2366.93,4933.29,0.1,0.1,-0.351546,0.0196295,16.1181,0
1,0.1,-0.0340421,2366.93,4933.4,0.1,0.1,-0.351555,0.0196291,16.1181,0
1,0.1,-0.0210641,2366.93,4933.18,0.1,0.1,-0.351536,0.01963,16.1181,0
1,0.1,-0.0473775,2366.94,4930.76,0.1,0.1,-0.351319,0.0196396,16.1181,0
1,0.1,-0.013308,2347.9,4933.76,0.1,0.1,-0.35512,0.0196277,16.1181,0
1,0.1,0.0271786,2347.9,4944.17,0.1,0.1,-0.35604,0.0195863,16.1181,1
1,0.1,-0.0280121,2371.9,4943.92,0.1,0.1,-0.35157,0.0195873,16.1181,0
1,0.1,0.0421584,2371.9,4943.92,0.1,0.1,-0.35157,0.0195873,16.1181,1
1,0.1,-0.180627,2371.9,4944.14,0.1,0.1,-0.351589,0.0195864,16.1181,0
1,0.1,-0.115761,2347.9,4944.14,0.1,0.1,-0.356038,0.0195864,16.1181,0
1,0.1,-0.0683103,2371.9,4944.14,0.1,0.1,-0.351589,0.0195864,16.1181,0
1,0.1,0.00825174,2371.9,4941.14,0.1,0.1,-0.351323,0.0195983,16.1181,1
1,0.1,-0.142185,2371.9,4944.14,0.1,0.1,-0.351589,0.0195864,16.1181,0
1,0.1,-0.106358,2370.79,4944.47,0.1,0.1,-0.351823,0.0195851,16.1181,0
1,0.1,-0.0806342,2370.79,4944.47,0.1,0.1,-0.351823,0.0195851,16.1181,0
1,0.1,0.00930943,2370.79,4900.15,0.1,0.1,-0.347872,0.0197623,16.1181,1
1,0.1,-0.196548,2213.16,4950.71,0.1,0.1,-0.382133,0.0195605,16.1181,0
1,0.1,0.0454312,2210.43,4950.13,0.1,0.1,-0.38261,0.0195627,16.1181,1
1,0.1,-0.0442251,2132.83,4950.13,0.1,0.1,-0.397757,0.0195627,16.1181,0
1,0.1,-0.0568889,2135.14,4950.13,0.1,0.1,-0.397302,0.0195627,16.1181,0
1,0.1,0.0490688,2142.94,4950.13,0.1,0.1,-0.395765,0.0195627,16.1181,1
1,0.1,-0.0165024,2135.14,4950.09,0.1,0.1,-0.397298,0.0195629,16.1181,0
1,0.1,0.0736426,2252.14,4950.09,0.1,0.1,-0.374599,0.0195629,16.1181,1
1,0.1,0.0472087,2252.12,4949.89,0.1,0.1,-0.374586,0.0195637,16.1181,1
1,0.1,-0.0184763,2252.06,4801.98,0.1,0.1,-0.361484,0.0201663,16.1181,0
1,0.1,-0.0781005,2276.73,4950.27,0.1,0.1,-0.369938,0.0195622,16.1181,0
1,0.1,-0.118754,2252.74,4950.27,0.1,0.1,-0.3745,0.0195622,16.1181,0
1,0.1,-0.0121694,2241.56,4950.32,0.1,0.1,-0.376641,0.019562,16.1181,0
1,0.1,-0.129836,2265.56,4950.9,0.1,0.1,-0.372113,0.0195597,16.1181,0
1,0.1,0.0845583,2241.56,4950.84,0.1,0.1,-0.376687,0.0195599,16.1181,1
1,0.1,-0.144946,2265.56,4933.92,0.1,0.1,-0.370632,0.019627,16.1181,0
1,0.1,-0.0353384,2265.56,4887.02,0.1,0.1,-0.366506,0.0198154,16.1181,0
1,0.1,0.0787611,2272.01,4887.02,0.1,0.1,-0.365274,0.0198154,16.1181,1
1,0.1,-0.182434,2272.02,4933.23,0.1,0.1,-0.369343,0.0196298,16.1181,0
1,0.1,0.0721526,2265.64,4933.8,0.1,0.1,-0.370607,0.0196275,16.1181,1
